"idarticle","abstract","title","publisher","active","year"
"85034042710","This study estimates oil production curves applying single and multi-cycle Hubbert models and Hubbert variants for the case of Brazil. The application of a top-down modeling approach is necessary, as the size of oil fields discoveries is usually confidential data and therefore not disclosed in Brazil. Despite fragilities of curve fitting methodologies, this approach therefore continues being widely used, due to its simplicity and relatively low data requirement. The classic Hubbert methodology was improved in this study by considering the asymmetry of production. Additionally, a hybrid model considering techno-economic aspects explains the deviation of the crude oil production rate from the prediction of the Hubbert curve by means of regression analysis. This analysis indicates that the deviation of the crude oil production rate from the Hubbert curve follows, with a four-to five-year lag, changes in oil price. The findings show that the URR of Brazil's post-salt offshore basins hover between 15 and 21 billion barrels of oil. An annual average growth rate of 8% in the pre-salt oil fields can compensate for the decline in post-salt offshore oil production for the period 2016-2025. Error and URR estimates stabilize after peak production for single and multi-cycle Hubbert curves, though the single cycle model proved to be more unstable before peak production than the multi-cycle models. © 2017 Elsevier B.V.","Curve-fitting variants to model Brazil's crude oil offshore post-salt production","Elsevier B.V.",True,"2017"
"345603650","The continuous discoveries of oil fields in deep and ultra-deep Brazilian waters and the excessive wide fluctuations on the rig rates were the reasons for PETROBRAS to enhance the capability of one of its owned semi-submersible drilling rig. This paper aims to present an overview of the main technical aspects of the design and yardwork for the upgrading of semi-submersible drilling rig P-10 unit capacity from 500 m to 1200 m water depth. The upcoming ultra-deep waters scenario in Brazilian offshore, that includes East Albacora, Roncador Phase 2, South Marlim Phase 2 and East Marlin oil fields, demands a further step. Then, preliminary studies were carried out to probe the water depth limit, without hull upgrading, just applying the technologies, that it had in mind since the beginning of this upgrading project, but still needed further tests to bridge the gap until safety utilization. Now, the deep water technologies of taut-leg mooring with polyester rope and risers for slender wells may already be considered applicable. A new pile anchor installation concept was developed, field tested and certified. Altogether, they allow one to predict the feasibility of a new upgrading for P-10 with very limited budget, keeping alive the utilization of this anchor moored drilling unit at waters possibly up to 2000 meters, a new scenario it was initially thought that could be efficiently reached only by means of dyanamic positioning units.","Semi-submersible drilling rig PETROBRAS X: Past and future",NULL,True,"2001"
"84892860778","The distribution of planktonic foraminifera in box-core tops under the influence of a western boundary upwelling system along the southeastern Brazilian continental margin was examined to evaluate the similarity percentage (SIMPER) and to create a biofacies model for paleoenvironmental applications. Species associated with warm and oligotrophic water were distributed in the Rio de Janeiro sector of the Campos Basin, while productive water species were most abundant in the Rio de Janeiro sector of the Santos Basin, and cold-water species were most abundant in the Cabo Frio Upwelling System (CFUS). Four major biofacies are associated with the oceanographic setting of the CFUS: one from the Campos Basin (A - Brazil Current front), one from the Santos Basin (B - mixture of coastal and oceanic waters), and two associated with the Cabo Frio High in the northern biofacies (C) and southern biofacies (D). The distribution of biofacies C and D was associated with temperature differences. Biofacies C represents a mixture of upwelling and tropical waters, while biofacies D represents a mixture of cold, nutrient-rich and Santos Basin waters. These biofacies were also defined in core CF10-01B, in which six main paleoceanographic phases were characterized during the last 9 cal kyr, predominantly showing alternating dominance between biofacies C and D From 9.0 to 5.0 cal kyr before the present (BP), the system was dominated by biofacies C. Between 4.0 and 3.5 cal kyr BP, biofacies D was dominant. Between 3.5 and 2.5 cal kyr BP, a strong influence of coastal waters and weakened upwelling activity were indicated by the dominance of biofacies B + C + D. The last 2.5 cal kyr was dominated by biofacies D. The SST in this core was reconstructed using the Modern Analog Technique (MAT), which revealed 0.35. °C of variability, indicating no SST changes during the Holocene. The weak sensitivity of the MAT was due to the interplay among different oceanographic features. © 2013 Elsevier B.V.","Planktonic foraminifera in the sediment of a western boundary upwelling system off Cabo Frio, Brazil","Elsevier B.V.",True,"2014"
"85087348432","All published chronostratigraphic charts of the Espírito Santo basin, Brazil, show stratigraphic frameworks based on second-order depositional sequences. The absence of published high-resolution biostratigraphic analyses precludes the proposition of a higher order stratigraphic framework. This work breaks down the second-order depositional sequences, from Campanian to Maastrichtian succession in the drift phase of Espírito Santo offshore basin, in three third-order depositional sequences based upon seismic interpretation of a hierarchical scheme of channel on continental slope setting coupled with a correlation to a global sea-level curve. The resolution of the 2D seismic data analyzed allowed the identification of three levels of erosional surfaces and their subsequent filling, from smaller to higher: composite channels, channel complexes and channel complexes set. Channel complexes development is related to lowstand deposits on the continental slope. Also, the aspect ratio of the channel complexes analyzed are reverse to the expected for channel development on continental slope settings. Usually, the further down-dip the channels are located, the higher their aspect ratio, however, it does not happen in the study case. Most of down-dip channels show a lower aspect ratio. It is ascribed to the control of the seafloor topography by the halokinetics. The identification of the geometric pattern of the channels on seismic data allowed a proposition of an exportable depositional model to predict possible sandy deposits on the continental slope regarding the intensity of salt tectonics. © 2020 Elsevier Ltd","High resolution stratigraphy of channelized deposits on a continental slope setting with sea-floor topography controlled by halokinetics, uppermost cretaceous, Espírito Santo offshore basin, Brazil","Elsevier Ltd",True,"2020"
"85099520347","In the context of the Doce river (Southeast Brazil) Fundão dam disaster in 2015, we monitored the changes in concentrations of metal(loid)s in water and sediment and their particulate and dissolved partitioning over time. Samples were collected before, during, and after the mine tailings arrival to the Doce river estuary (pre-impact: 12, 10, 3 and 1 day; acute stage: tailing day – TD and 1 day after – DA; chronic stage: 3 months and 1 year post-disaster). Our results show that metal(loid) concentrations significantly increased with time after the disaster and changed their chemical partitioning in the water. 35.2 mg Fe L−1 and 14.4 mg Al L−1 were observed in the total (unfiltered) water during the acute stage, while aqueous Al, As, Cd, Cr, Cu, Fe, Mn, Ni, Pb, Se and Zn concentrations all exceeded both Brazilian and international safe levels for water quality. The Al, Fe and Pb partitioning coefficient log (Kd) decrease in the acute stage could be related to the high colloid content in the tailings. We continued to observe high concentrations for Al, Ba, Cd, Cr, Cu, Fe, V and Zn mainly in the particulate fraction during the chronic stage. Furthermore, the Doce river estuary had been previously contaminated by As, Ba, Cr, Cu, Mn, Ni and Pb, with a further increase in sediment through the tailing release (e.g. 9-fold increase for Cr, from 3.61 ± 2.19 μg g−1 in the pre-impact to 32.16 ± 20.94 μg·g−1 in the chronic stage). Doce river sediments and original tailing samples were similar in metal(loid) composition for Al, As, Cd, Cr, Cu, Fe, V and Zn. As a result, these elements could be used as geochemical markers of the Fundão tailings and considering other key parameters to define a baseline for monitoring the impacts of this environmental disaster. © 2021 Elsevier B.V.","Time-sequence development of metal(loid)s following the 2015 dam failure in the Doce river estuary, Brazil","Elsevier B.V.",True,"2021"
"33751315219","The vortex-induced vibrations - VIV have been studied for several fields of engineering due to its occurrence in different structures, such as electrical cables, industries chimneys and offshore risers. Although available an extensive literature describing its fundamental issues, these vortex-induced phenomena still deserve investigation, particularly in the offshore platforms installed in regions with high current speed. Recently, the Vortex-Induced Motions - VIM, a particular case of vortex-induced vibration with high magnitude of response amplitude, have been observed in SPAR platforms installed in Gulf of Mexico - GoM, opening a new investigation field. For those motions, aspects such as asymmetric mooring restoring stiffness and the probable three-dimensionality of the flow turn the problem even more complex. Since 2003, in partnership with University of Sao Paulo and consultant companies, PETROBRAS has been studying the use of monocolumn floaters for oil production in Campos Basin and GoM. Considering the environmental conditions in these areas and assuming that monocolumn floaters can exhibit similar VIM behavior of SPAR platforms, it was started an experimental investigation focusing on VIM responses of small-scale monocolumn floaters in towing tank. Although based on the state of art procedures used for SPAR platforms, the monocolumn experiments considered the different geometry of this concept and the larger susceptibility to the three-dimensional effects, due to the smaller relation draft/beam. Special attention was given to the ratio roughness/beam in order to guarantee similarity between the experiments and its respective real cases. Additionally, different heading conditions were also tested. Thus, the present work presents a set of preliminary results and discussions concerning VIM of monocolumn floaters and its impact on the mooring line design and riser specification. Copyright © 2006 by ASME.","Vortex-induced motion: Model testing of a monocolumn floater",NULL,True,"2006"
"85046379273","Drilling and completion in Campos Basin have been in constant evolution, from the first subsea wells and fixed platforms to latest horizontal wells in deepwater. This paper will first present the lessons learned with drilling and completion in shallow water to latest wells drilled and completed in Roncador in the range of 1,800 meters of water depth. Exploratory drilling will be also addressed. The main points to be presented are: well design, horizontal and multi lateral wells, well head design, well control, operations with dynamic positioning vessels, completion and sand control techniques and their evolution. Second, this paper will address some challenges presenting the problems as PETROBRAS see them, what are the solutions that we are adopting and what do we expect from the industry. The issues that will be presented are: well design for production of heavy oil, dual gradient drilling, intelligent completion systems for monitoring and controlling multiple zones, production or injection from or into a single well, isolation inside horizontal gravel-packed wells, gravel packing long horizontal sections under very low formation fracture gradient. © 2003, Offshore Technology Conference","Campos Basin: Lessons learned and critical issues to be overcome in drilling and completion operations","Offshore Technology Conference",True,"2003"
"85090693617","Foraminifera have demonstrated to be a good proxy of climatic changes during the Cenozoic for their high preser-vation in the sediment and quick responses to environmental changes. The aim of this study is to identify climate changes and the variation of marine influence during the Late Holocene, in Piraquê-Açu River Estuary (ES, Brazil). The study was based on the characterization of benthic foraminifera assemblages, δ13C and δ18O data in Ammonia tepida tests and the PA05 (2411 B.P.) and PA20 (1632 B.P.) cores. A total of 16 benthic foraminiferal species were identified in the cores. Some of them are characteristic from continental shelf environment (e.g. Lagena spp., Spiroloculina eximia, Oolina spp., Pyrulina gutta, Cibicidoides variabilis) and four are typical estuarine species (Ammonia parkinsoniana, A. tepida, Cri-broelphidium excavatum and Bolivina striatula). The results allow us to identify four colder periods in the sedimentary record such as: the end of Iron Age (≈ 1000 B.C.), Greek Dark Ages (≈450 B.C.-100 B.C.), Dark Ages (≈250 A.D.-550 A.D.) and the Litter Ice Age (≈1200 A.D. and 1850 AD.). In these periods the estuary showed an increase in confinement, which can be seen by the reduction in ecological indexes values and by the presence of only typically estuarine foramini-fera species. Four warming periods were recorded in the sedimentary sequence: Greek Warming Period (≈ 900 B.C.-450 B.C.), Roman Warming Period (≈ 50 A.D.-250 A.D.), Medieval Warming Period (≈550 A.D.-1200 A.D.), and the fourth event represents the warming that started since the beginning of 19th Century. During warming events, the ecological indexes show higher values and species of marine habit were more constant in the sedimentary record. © 2020, Universidade Federal do Rio de Janeiro. All rights reserved.","Climate oscillation during the late holocene in piraquê-açu river estuary (Espírito santo – brazil) [Registro das oscilações climáticas do holoceno tardio no estuário do rio piraquê-açu (Es-brasil)]","Universidade Federal do Rio de Janeiro",True,"2020"
"84896824358","Brazil has a transport system with little presence of intermodality and use of Short-Sea Shipping. Nevertheless, these are goals for Brazilian waterborne transportation matrix, which is expected to exceed 13% going to 25% in 2025. Currently, Brazilian transportation matrix isn't balanced surpassing that of other countries in the use of the highway, where approximately 63% of the total cargo is transported. The aim of this paper is to make a diagnosis on the investigative potential use and improvement of Short-Sea Shipping in Brazil. To base this effect, we present a new concept of ""fast coastal terminals"", its conceptual model and potential gains in an intermodal transportation network. © 2012 Taylor & Francis Group, London, UK.","Potential of short sea shipping in Brazil",NULL,True,"2012"
"85048345043","Recent technological advances over the past few decades have enabled the development of fully coupled atmosphere-ocean modeling prediction systems that are used today to support short-term (days to weeks) and medium-term (10–21 days) needs for both the operational and research communities. We overview the coupling framework, including model components and grid resolution considerations, as well as the coupling physics by examining heat fluxes between atmosphere and ocean, momentum transfer, and freshwater fluxes. These modeling systems can be run as fully coupled atmosphere-ocean and atmosphere-ocean-wave configurations. Examples of several modeling systems applied to complex coastal regions including Madeira Island, Adriatic Sea, Coastal California, Gulf of Mexico, Brazil, and the Maritime Continent are presented. In many of these studies, a variety of field campaigns have contributed to a better understanding of the underlying physics associated with the atmosphere-ocean feedbacks. Examples of improvements in predictive skill when run in coupled mode versus standalone are shown. Coupled model challenges such as model initialization, data assimilation, and earth system prediction are discussed. © 2017 Julie Pullen, Richard Allard, Hyodae Seo, Arthur J. Miller, Shuyi Chen, Luciano Ponzi Pezzi, Travis Smith, Philip Chu, José Alves, and Rui Caldeira.","Coupled ocean-atmosphere forecasting at short and medium time scales","Yale University",True,"2017"
"85103521288","In a growth scenario of the world economy, it is essential to increase the integration between the different actors in the companies’ supply chain, reducing operational costs, and improving efficiency. Ship routing is a crucial part of this integration regarding global maritime commerce. In this work, we present a hybrid VNS metaheuristic to tackle a real Maritime Inventory Routing Problem (MIRP) in a company that explores oil and gas in the Brazilian offshore basin. In the methodology proposed, a linear mathematical model is embedded in the local search procedure to minimize inventory costs. The approach, validated within realistic data, provides low and not regular inventory violations. When compared with a previously developed method, it presents an improved performance, with reduced costs and computational time. © 2021, Springer Nature Switzerland AG.","A Hybrid VNS for the Multi-product Maritime Inventory Routing Problem","Springer Science and Business Media Deutschland GmbH",True,"2021"
"85085774498","Brazil is entering the age of decommissioning, with aging offshore fields that have been in operation for more than 25 years. Brazil has migrated from an operator's monopolistic environment (with the state owned oil company, Petrobras) to a new reality in which many companies, national and international operate in Brazilian waters. As part of this new reality, Brazil has established government organizations whose aim is to coordinate the exploitation of Brazil's natural resources with the intent of optimizing activities while protecting the environment in an ever increasingly complex eco-system management. Traditionally, offshore projects follow basic phases such as conceptual, front end engineering and design (FEED), detail design, construction and commissioning. Cost allocation and schedules for these phases are all associated with production estimates and return on investment estimates. In many instances, internationally, planning for decommissioning has been deferred to an unforeseen future. Finally that far off horizon has become a reality, and domestic and foreign operators in Brazil are going through a new decommissioning awareness phase. It is the author's opinion that operators wish to comply with a well-defined frame of Brazilian and international regulations. In general, this paper aims at examining the existing regulatory environment and make recommendations on a path forward for: • Clear-cut requirements so that the permitting process flows with a minimized review cycle; • A clear set of rules, defining what abandonment options exist (e.g. complete removal vs. partial removal, on-site abandonment rules for topsides and subsea infrastructure); • A clear set of rules defining fines and sanctions for environmental violations The objectives of this paper are to 1) Gather basic information on the current status of the Brazilian Rules and Regulations, 2) Help non-government entities work together to accomplish the goals set forth by Brazilian lawmakers and officials, and 3) Develop a roadmap for convergence of the environmental agency and project stakeholders. Laws, rules and regulations, and international treaties of which Brazil is signatory are part of this environment. © Copyright 2019, Offshore Technology Conference","Decommissioning of subsea facilities in Brazil","Offshore Technology Conference",True,"2020"
"85053143769","This study measured the wake effect in a Brazilian onshore windfarm with 38 turbines located in complex terrain. The proposed methodology calculated the wind deficit in 3 different metmasts, by comparing the measurement periods in free-of-wake condition to measurement periods under wake effect. Uncertainties due to wind variability and seasonality effects have been avoided by performing MCP (Measure Correlate Predict) procedures making use of a fourth metmast in free-of-wake condition during the entire concurrent period. This methodology is free of uncertainties from Nacelle anemometry, power curve measurements and micrositing models’ spatial extrapolation. The calculation of the wind deficits was performed per sector, confirming the adherence of the resulting wake effect to the turbine layout configuration. Higher wind deficits were identified in the sectors were turbines under operation are present in the upwind direction. The results were combined to the power curves from the turbines closest to the metmasts, using the data from the turbine supplier's technical specification. This allowed the identification of the respective power deficit due to the wake effect in these locations. The calculated wind- and power deficits were compared to the results of wake models used by two large international wind farms site assessment consultants (Coupled Eddy Viscosity and PARK), commonly accepted by banks for the financing of wind farms in Brazil. The results indicated that both models underestimate the effects in all 3 analyzed locations, with differences between the calculated and modeled power deficits higher than the respective uncertainties provided by both consultants. The two main limitations of this analysis lie in the restriction of the wake effect measurement to the metmasts locations, and in that the results are respective to the terrain conditions of the analyzed wind farm. However, this study indicates that commonly used wake models need to be further developed and calibrated for onshore wind farms. The literature shows that wake models developments are frequently directed to offshore wind farms, where wake effects play a significant role. Onshore wind farms are less studied, even though the global installed capacity greatly surpasses that of the offshore wind farms. Brazil has by the end of 2017 already 12.8 GW of installed capacity of wind power plants, and this number continues to increase steadily. With the continuous concentration of operating wind farms in regions of higher wind resource and transmission infrastructure, wake effects play a significant role in the sector. Bibliography shows that commonly used wake models tend to underestimate the energy losses due to this effect in offshore wind farms, making it important to study it also in onshore wind farms in complex terrain, which is the case of most Brazilian wind farms. © 2018 Elsevier Ltd","Wake effect measurement in complex terrain - A case study in Brazilian wind farms","Elsevier Ltd",True,"2018"
"85088133476","The present study deals with bioavailability of trace metals in the Doce river continental shelf, southeast of Brazil. The bottom sediments of the study area were firstly sampled a few weeks before the biggest environmental disaster of Brazil, the collapse of the Fundão dam in November of 2015. The disaster released around 40 Mm3 of iron ore tailings into Doce river basin and an estimate of 10 Mm3 reached the river delta, having the adjacent continental shelf as the final destination. One year and a half later, on April of 2017, the continental shelf was sampled again. A total of 48 stations were evaluated concerning concentrations of trace metals (Zn, Cu, Pb, Ni, Cr) and other ancillary variables before and after the accident. Trace metals were determined through fractionation in order to assess mobility and establish the ecological risk through RAC index. Before the accident, trace metals mobility was Pb &gt; Ni &gt; Cu &gt; Zn &gt; Cr, with Pb Cu, Ni and posing high ecological risk (RAC&gt;30%) in many stations. Differences in concentrations of metal from pre to post accident were significant, and the increase of trace metals was observed. The mobility order after the accident changed to: Cu &gt; Pb &gt; Ni &gt; Zn &gt; Cr. Metal fractionation showed remarkable changes after the accident, with elements such as Cu, Ni and Zn highly associated with reducible fractions originated from the tailings composition. Despite the decrease of RAC to medium risk after the accident in most stations, the bioavilability of Cu, Pb, Ni and Zn increased as show by their higher accumulation in the bioavailable fractions. © 2020 Elsevier Ltd","Bioavailability and ecological risks of trace metals in bottom sediments from Doce river continental shelf before and after the biggest environmental disaster in Brazil: The collapse of the Fundão dam","Academic Press",True,"2020"
"85051673888","Decommissioning of offshore fixed platforms has become a reality that the Brazilian market has to face since only 5% of the offshore platforms installed in Brazil have been completely removed until now. In the last few years, many oil and gas fields have reached the end of their productive lives and many platform structures are reaching, or already exceeding, their project service life, 20 to 30 years on average. In addition, changes acting on the global market and the recent sharp fall in oil price are inducing oil companies to re-estimate the profitability of each production unit and to consider, in several cases, decommissioning as a valid alternative. This paper aims at analyzing the future demand for decommissioning of fixed offshore units, taking into account the financial, technical and operational point of view. Forecast of decommissioning demand is finally mapped in the short, medium and long terms. Copyright 2015, Offshore Technology Conference.","Offshore fixed platforms decommissioning: Mapping of the future demand in the Brazilian context","Offshore Technology Conference",True,"2015"
"68649086917","Exploration for oil under the salt layer is concentrated in the basins of Santos, Campos, and Espiritu Santo, Brazil. Hopefully it extends to the eastern margin of the Jequitinhonha and Camamu-Almada basins. These basins have been unexplored under the salt layer with respect to the present objectives. One Petrobras estimate is that there may be thousands of millions bbl of reserves of light petroleum under the salt in the Campos basin. Because of the urgency to import light oil to mix with heavy crude oil that is the major part of Brazilian production in the old Petrobras refineries and as a result of the immense oil discoveries of Tertiary/Cretaceous in the 1970's and 1980's and the first half of the 1990's, Brazilian exploration concentrates mainly in the reserves of the Tertiary and Cretaceous Superior of the Campos basin. Exploration under the salt layer in Campos and other basins has been sporadic. It is difficult to calculate the cost of developing the fields under the salt layer in Brazil but the costs could exceed any borne to date. If the layer under the salt becomes an object of commercial exploration, the development of the fields could reach $2,000 to $4,000 million or more. In the last 5 yr heavy lacustrian petroleum and gas accumulations have been found in the reservoirs of Tertiary and Cretaceous Superior in the Campos basin. These are formed mainly by biodegradation. As a result of this, giant deposits of petroleum/gas are expected under the Tertiary Superior and the Cretaceous of Marlim, Albacora, Roncador, Barracuda, Jubarte, Cachalote, Golfinho, and the petroleum accumulation BSS-69 and elsewhere. A number of historic and current oil and gas production figures are given for various Petrobras fields. In the Espírito Santobasin the potential reserves of light oil are about 600 MM boe, most of which in deep waters. Petrobras produces light oil in 87 fields 12 of which are maritime (as of 2005). Brazil produces up to 1.76 MM bpd of petroleum of which about 70% is heavy oil. The average production of gas has been 43.9 MM cu m/day as of September 2006. Probable reserves in Brazil are 11.36 B bbl of oil and 297 B cu m of gas.","The layer under the salt as a promising exploratory frontier for Brazil. Discoveries point to enormous reserves of light oil [A camada abaixo do sal vista como fronteira exploratória promissora para o Brasil/La capa por debajo de la sal es vista como promisoria frontera exploratoria para Brasil]",NULL,True,"2007"
"84893062958","Offshore logistical operations can be complicated. Companies need to keep tabs on all equipment and products necessary to keep exploration and production moving. Operators and service companies such as Brazil's Petrobras and Schlumberger are contemplating ways in which to simplify the process of tracking assets locally and around the globe. Swerdlow told the panel that RFID cannot replace barcodes and enterprise systems such as SAP and Oracle, but RFID tags can centralize control of physical processes with little localized realtime process visibility, monitoring, and decision making. RFID & RTLS (real-time locating system) can provide an effective and proven real-time bridge and report actual process events as they happen. Nathalia da Silva Sena, technical consultant, Petrobras, presented some of the challenges Petrobras has to deal with in terms of meeting E&P demands. With continued growth in both the Santos and Campos basins, Petrobras has to meet both long-distance and infrastructure challenges, all the while deciding how to best utilize the equipment the national player already has.","Using RFID technology to improve offshore logistics",NULL,True,"2014"
"85070991202","Near-inertial oscillations (NIO) are intermittent motions with a frequency close to the inertial frequency and represent an important fraction of the energy to the currents in the upper ocean. Based on hourly velocity records at the shelf break covering the top 50 m of the water column in 5 locations and one additional location at Cabo Frio upwelling system (22° S) covering the top 200 m of water column with hourly velocity and temperature measurements, the aim of the present study is to characterize NIO along the Brazilian continental shelf break (16° S–31.5° S) describing the spatial variability of inertial energy in the mixed layer and the role of the NIO in the high-frequency hydrodynamic. The sites between 31.5° S and 28.5° S were those that revealed more near-inertial energy and higher relative importance of the near-inertial band for the variance of the currents (29% and 31%, respectively). This is associated with the proximity between the inertial frequency and the sea breeze frequency in this region, which delimits an inertial resonance area for the NIO around 30° S. The near-inertial currents between 31.5° S and 23.5° S range between 30 and 50 cm s−1 and decrease toward the locations at lower latitudes, where the range is between 5 and 25 cm s−1. Vertical shear of the order of 10−3 s−1 was reached during NIO events between 31.5° S and 23.5° S in the upper layer of the ocean (mixed layer, seasonal thermocline, and upper permanent thermocline) and can play an important role in the vertical mixing along the Brazilian continental shelf break. The NIO events analyzed at Cabo Frio upwelling system exhibited a mean duration of around 7.6 days, upward vertical phase velocity of the order of 10−1 cm s−1, vertical wavelengths of the order of 102 m, and vertical downward group velocity of the order of 10−2 cm s−1. Nevertheless, the magnitude of the vertical propagation of energy and duration of the events demonstrate the importance of NIO as a source of kinetic energy to the ocean interior. © 2019, Springer-Verlag GmbH Germany, part of Springer Nature.","Observations of near-inertial oscillations along the Brazilian continental shelf break","Springer Verlag",True,"2019"
"85085850094","This case focuses on the challenges regarding capacity building required to meet the huge increase of manpower demand by the offshore and shipbuilding sectors in Brazil and Rio Grande do Sul state. This arises from four key factors: end of monopoly of exploration and production of oil and gas in 1997, expanding the Brazilian offshore market; the Local Content policy adopted since 1999; national programs to stimulate the maritime industry such as the Fleet Modernization and Expansion Program created in 2004 to renew the fleet of Transpetro, a Petrobras subsidiary; and the expansion of Petrobras investments, partly due to the discovery of giant oil reserves in the Pre-salt layer in Brazil, in 2006. Since 2010, annual investments from Petrobras have reached US$ 40 billion/year, more than ten times the yearly investment in the 1997-2001 period. Consequently, offshore clusters have been developed in the country to build platforms, drilling ships and supply vessels, demanding massive training. In Rio Grande do Sul, three big shipyards and modules producers have installed. In this context, government created in 2003 the National Oil and Natural Gas Industry Mobilization Program (Prominp) and the National Plan of Professional Qualification (Pnqp) in 2006. Until 2013, circa US$ 120 million were invested to train nearly 100.000 people in 185 trades at several levels. In the state, training has been provided mainly by SENAI-RS, the state branch of the National Service of Industrial Apprenticeship, linked to the Federation of the Industries of Rio Grande do Sul. The large-scale actions undertaken for training have not been efficacious enough to meet the needs. Studies and discussions have raised factors that impact on shipyards' productivity and competitiveness. We consider alternatives to develop talents to accelerate the learning curve, anchored in the following axes: SENAI methodology for professional training; pre-selection of people according to specific abilities; the concept of a ""Living Lab"" training environment; familiarizing workers with productiveness indicators; efficient management paradigm; workers training aligned with the project repeatability principle. The local industry must be internationally competitive when the local content policy ends and labour productivity plays a crucial role in this aspect. © Copyright 2015, Society of Petroleum Engineers.","The challenge of developing talent to meet the offshore and shipbuilding demands in Brazil","Society of Petroleum Engineers",True,"2015"
"85060083816","Here palynological assemblages are presented from channel surface sediment samples from the Caceribu, Guaraí and Guapimirim-Macacú rivers located in an important area of the Brazilian coast (Guanabara Bay, State of Rio de Janeiro), in order to provide information relevant for the interpretation of palaeoecological records. The data indicate the predominance of pollen types from the Atlantic Forest in all samples and a relatively low representation of mangrove pollen, suggesting distant (regional) fluvial transport. Avicennia and Rhizophora were represented in those samples closer to the intertidal zone, Rhizophora being the most important. It was possible to verify a marked difference in pollen concentration/deposition among the three rivers, probably related to the different hydrodynamic pattern of each river. A low concentration of palynomorphs occurred in the Macacú-Guapimirim River, resulting from its higher flow, and there was a high deposition of palynomorphs in the sediments of Guaraí River, in response to its isolation from the hydrographic Guanabara Bay basin. It was possible to verify other interesting data, such as low palynomorph concentration in samples from near the mouth and an increase of palynomorphs in the upstream samples, mainly due to the more active action of the tidal currents. Meanwhile, the increase in the total concentration of the palynomorphs in the upstream samples coincides with the maximum reach of the saline waters and their meeting with the internal flow of the rivers. © 2019, © 2019 AASP–The Palynological Society.","Fluvial pollen deposition in a mangrove ecosystem in south-eastern Brazil","Taylor and Francis Inc.",True,"2019"
"85085408490","PETROBRÁS’s exploration and production operations in Campos Basin, is the biggest offshore activity supported by helicopter in the Brazilizan coast. With the increment of the activities, the number of platform, rigs and drilling ships are increasing and it is necessary a great number of helicopters to accomodate all passengers. Quality and safety are the most important aspects of this mean of transportation and PETROBRÁS works hard to maintain them. To obtain the expected results PETROBRÁS has: ·Safety flight policy: ·Periodical meetings among PETROBRÁS and Flight Companies; ·Regular inspections in all aircrafts; ·Database containing all informations concerning flight safety; ·Daily analysis of each anomalous situation. This paper has the objective to show some data and information about offshore activity in Campos Basin and PETROBRÁS flight safety policy. Copyright 1998, Society of Petroleum Engineers, Inc.","Flight safety in Campos Basin offshore activity","Society of Petroleum Engineers",True,"1998"
"33749265496","Petrobras has postponed until the end of the first half of 2006 the start of production at the offshore Peroa-Cangoa gasfields in the Espirito Santo basin because of lack of transport capacity for the fuel. The development project includes a fixed unmanned platform on Peroa and a 50-km subsea pipeline from the platform to the gas-processing plant onshore at the town of Cacimbas in Espirito Santo state. The pipeline causing the delay is the 128-km Vitoria-Cacimbas gas pipeline that Petrobras started building, but stopped construction in the fourth quarter of 2005 because the contractors abandoned the project, claiming adverse financial conditions. This is the shortest stretch of the 1400-km strategic Gasene gas pipeline project Petrobras is planning to build to link the gas-rich SE region of the country with the NE.","Brazil: Pipeline construction delays Peroa-Cangoa, gasfields",NULL,True,"2006"
"85062717506","Several authors have made elucidative contributions on the evolution of extractive reserves (Resex), from their original conception to their institutionalization as an environmental policy. Part of this literature points out transformations on the institutional arrangements, when they are formalized and recognized by the State. This article presents the co-management instruments of Brazilian Marine Extractive Reserves and an analysis of their formal arrangements evolution, based on secondary data and an assessment of pertinent legislation since the first Resex decree. In addition, semi-structured interviews were conducted with 21 managers of Coastal and Marine Resex. The interviews aimed to identify all co-management instruments used in each Resex, their stage of implementation as well as the managers’ perception on these instruments. We consider co-management instruments as formal arrangements that require participatory procedures or that act as arenas for decision-making. The results show that the legacy of the rubber tappers social movement in 80’s, which created an inclusive model of protected area, is presented in the formal arrangements established over time. The instruments for co-management are divided into instruments of territorial recognition and beneficiaries, instruments for land use planning, arenas for discussion and deliberation, as well as public policies for Resex. This institutional framework has become increasingly robust over time, although it still needs to be improved. Part of the challenges include a reduction on bureaucratic procedures for the formal recognition of these instruments and the technocratic logic of the State that is often exercising tutelage rather than social emancipation of traditional people. © 2018 Universidade Federal do Parana. All Rights Reserved.","From the forest to the coast: Co-management instruments and the institutional legacy of Extractive Reserves [Da floresta ao litoral: Instrumentos de cogestão e o legado institucional das Reservas Extrativistas]","Universidade Federal do Parana",True,"2018"
